team_id,team_name,team_short_name,unavailable,event_id,fixture_id,fixture_difficulty,is_home,kickoff_time,started,Attack_Strength,team_score,Form,Numerical_Form,Win_percentage,Strength,Defence_Strength,Home_Form,Home_Numerical_Form,Home_Win_percentage,Home_Strength,Home_Defence_Strength,Home_Attack_Strength,Away_Form,Away_Numerical_Form,Away_Win_percentage,Away_Strength,Away_Defence_Strength,Away_Attack_Strength
20,Wolves,WOL,False,1,10.0,4.0,False,2023-08-14 19:00:00+00:00,True,0.23577397532829295,0.0,L,0.383419689119171,0.0,0.1459008800370542,0.159870197653573,,,,,,,L,0.39164835164835166,0.0,0.136004436434216,0.1508453008543901,0.20971808388723356
14,Man Utd,MUN,False,1,10.0,2.0,True,2023-08-14 19:00:00+00:00,True,0.8416235575009949,1.0,W,0.6269430051813472,100.0,0.9153543307086613,0.919168538815894,W,0.6169114728066694,100.0,0.8629903354178511,0.8753408648227503,0.7404449515116942,,,,,,
17,Sheffield Utd,SHU,False,2,17.0,2.0,False,2023-08-18 18:45:00+00:00,True,0.2268205332272185,1.0,LL,0.3989637305699482,0.0,0.13721630384437242,0.1482969115210929,,,,,,,L,0.3810989010989011,0.0,0.11936780812422017,0.1277222323213961,0.19321567728627093
16,Nott'm Forest,NFO,False,2,17.0,2.0,True,2023-08-18 18:45:00+00:00,True,0.5655590927178671,2.0,LW,0.5518134715025906,50.0,0.5393121815655396,0.5422424943835523,W,0.62882096069869,100.0,0.8698123934053439,0.8721944203050553,0.7689674843126069,,,,,,
11,Liverpool,LIV,False,2,14.0,2.0,True,2023-08-19 14:00:00+00:00,True,0.5834659769200159,3.0,DW,0.572538860103627,50.0,0.5497336729967578,0.5529080717997595,W,0.6347757046447002,100.0,0.8749289368959636,0.8739923886008809,0.7832287507130633,,,,,,
20,Wolves,WOL,False,2,20.0,3.0,True,2023-08-19 14:00:00+00:00,True,0.2223438121766813,1.0,LL,0.37046632124352336,0.0,0.13113710050949515,0.13831211564209048,L,0.30726478761413256,0.0,0.08527572484366117,0.08738125917712984,0.1471762692527096,,,,,,
10,Fulham,FUL,False,2,13.0,3.0,True,2023-08-19 14:00:00+00:00,True,0.5148229208117788,0.0,WL,0.4637305699481865,50.0,0.5132584529874942,0.5181882134023192,L,0.30131004366812225,0.0,0.0869812393405344,0.09232567199065056,0.14432401597261835,,,,,,
3,Bournemouth,BOU,False,2,14.0,4.0,False,2023-08-19 14:00:00+00:00,True,0.2715877437325906,1.0,DL,0.42487046632124353,0.0,0.15979620194534508,0.16758572174189304,,,,,,,L,0.3547252747252747,0.0,0.12435879661721892,0.12554081076167967,0.212468484987394
5,Brighton,BHA,False,2,20.0,2.0,False,2023-08-19 14:00:00+00:00,True,0.86549940310386,4.0,WW,0.6062176165803109,100.0,0.9153543307086613,0.9050990537136633,,,,,,,W,0.6764835164835165,100.0,0.904616664356024,0.8864206507907652,0.8643135457254183
4,Brentford,BRE,False,2,13.0,2.0,False,2023-08-19 14:00:00+00:00,True,0.5968961400716276,3.0,DW,0.5854922279792746,50.0,0.555812876331635,0.5574466153811243,,,,,,,W,0.6817582417582417,100.0,0.8996256758630252,0.8947100527176876,0.8340591336236536
18,Spurs,TOT,False,2,18.0,3.0,True,2023-08-19 16:30:00+00:00,True,0.604357341822523,2.0,DW,0.5880829015544041,50.0,0.5618920796665123,0.5651621394694443,W,0.6705041683207622,100.0,0.8953951108584423,0.8982649605945281,0.811751283513976,,,,,,
14,Man Utd,MUN,False,2,18.0,3.0,False,2023-08-19 16:30:00+00:00,True,0.5222841225626742,0.0,WL,0.4766839378238342,50.0,0.5193376563223715,0.5261306646697075,,,,,,,L,0.3336263736263736,0.0,0.11104949396922224,0.11856026177058715,0.17946367178546874
13,Man City,MCI,False,2,16.0,4.0,True,2023-08-19 19:00:00+00:00,True,0.86549940310386,1.0,WW,0.6062176165803109,100.0,0.9257758221398795,0.9255224998298046,W,0.6824136562127828,100.0,0.9056281978396816,0.908603278295526,0.8288648031945236,,,,,,
15,Newcastle,NEW,False,2,16.0,5.0,False,2023-08-19 19:00:00+00:00,True,0.5580978909669718,0.0,WL,0.45595854922279794,50.0,0.5332329782306624,0.5324846256836182,,,,,,,L,0.32307692307692304,0.0,0.1376680992652156,0.1347027813124886,0.23997249598899842
9,Everton,EVE,False,2,11.0,3.0,False,2023-08-20 13:00:00+00:00,True,0.2178670911261441,0.0,LL,0.37305699481865284,0.0,0.13026864289022697,0.13921982435836341,,,,,,,L,0.31780219780219776,0.0,0.096076528490226,0.10023632066896926,0.16021086408434565
2,Aston Villa,AVL,False,2,11.0,2.0,True,2023-08-20 13:00:00+00:00,True,0.5804814962196578,4.0,LW,0.5569948186528497,50.0,0.541049096804076,0.5372500964440511,W,0.7002778880508138,100.0,0.900511654349062,0.9005124209643103,0.8260125499144324,,,,,,
7,Chelsea,CHE,False,2,19.0,3.0,False,2023-08-20 15:30:00+00:00,True,0.2462196577795464,1.0,DL,0.4015544041450777,0.0,0.14503242241778602,0.1526085279233894,,,,,,,L,0.3072527472527472,0.0,0.10273117981422433,0.10329031085257225,0.1767132706853083
19,West Ham,WHU,False,2,19.0,3.0,True,2023-08-20 15:30:00+00:00,True,0.6148030242737764,3.0,DW,0.6062176165803109,50.0,0.5679712830013895,0.5715161004833549,W,0.7121873759428344,100.0,0.9039226833428083,0.9041083575559616,0.831717056474615,,,,,,
1,Arsenal,ARS,False,2,12.0,2.0,False,2023-08-21 19:00:00+00:00,True,0.8490847592518902,1.0,WW,0.6295336787564767,100.0,0.9162227883279296,0.9166723398461434,,,,,,,W,0.7292307692307691,100.0,0.9079439900180232,0.9104162879476457,0.836809534723814
8,Crystal Palace,CRY,False,2,12.0,4.0,True,2023-08-21 19:00:00+00:00,True,0.5043772383605254,0.0,WL,0.42487046632124353,50.0,0.5106530801296897,0.5181882134023192,L,0.22389837236998805,0.0,0.07845366685616828,0.08917922747295555,0.11865373645179689,,,,,,
12,Luton,LUT,False,3,26.0,3.0,False,2023-08-25 19:00:00+00:00,True,0.21040588937524876,0.0,LL,0.34974093264248707,0.0,0.120715609078277,0.12424263053985976,,,,,,,LL,0.3573626373626373,0.0,0.11188132538472204,0.11659698236684238,0.18633967453586983
7,Chelsea,CHE,False,3,26.0,2.0,True,2023-08-25 19:00:00+00:00,True,0.4645841623557502,3.0,DLW,0.5112262521588946,33.33333333333333,0.4110699397869384,0.4156927708564988,DW,0.6050019849146486,50.0,0.5218874360432063,0.5312546822091037,0.5236737022247575,,,,,,
18,Spurs,TOT,False,3,22.0,2.0,False,2023-08-26 11:30:00+00:00,True,0.700358137684043,2.0,DWW,0.6373056994818653,66.66666666666666,0.6883974062065771,0.691333651031384,,,,,,,DW,0.6316483516483516,50.0,0.5411063357826148,0.5443737502272313,0.5658950263580106
3,Bournemouth,BOU,False,3,22.0,3.0,True,2023-08-26 11:30:00+00:00,True,0.22483087942697977,0.0,DLL,0.37132987910189985,0.0,0.1337424733672997,0.14201859290020502,DL,0.33703850734418417,0.0,0.1023308698123934,0.11322705342962452,0.161437535653166,,,,,,
20,Wolves,WOL,False,3,27.0,2.0,False,2023-08-26 14:00:00+00:00,True,0.4436927974532432,1.0,LLW,0.49568221070811747,33.33333333333333,0.401227420101899,0.40797724676817876,,,,,,,LW,0.5762637362637363,50.0,0.5186468875641204,0.5293219414651881,0.5150126060050424
16,Nott'm Forest,NFO,False,3,28.0,4.0,False,2023-08-26 14:00:00+00:00,True,0.45463589335455634,2.0,LWL,0.4525043177892919,33.33333333333333,0.4029643353404354,0.4041951271170414,,,,,,,LL,0.36791208791208785,0.0,0.13184527935671705,0.13317578622068713,0.22484528993811598
14,Man Utd,MUN,False,3,28.0,2.0,True,2023-08-26 14:00:00+00:00,True,0.6536012733784322,3.0,WLW,0.5699481865284974,66.66666666666666,0.6611857341361741,0.6631946808269226,WW,0.6913457721317984,100.0,0.8843092666287663,0.8910730874112252,0.7875071306332002,,,,,,
9,Everton,EVE,False,3,27.0,2.0,True,2023-08-26 14:00:00+00:00,True,0.18105849582172706,0.0,LLL,0.3298791018998273,0.0,0.11058360352014823,0.12068743806779073,LL,0.28642318380309645,0.0,0.07930642410460488,0.09457313236043272,0.11437535653165999,,,,,,
10,Fulham,FUL,False,3,21.0,4.0,False,2023-08-26 14:00:00+00:00,True,0.46060485475527263,2.0,WLD,0.4766839378238342,33.33333333333333,0.40991199629458075,0.41493634692627135,,,,,,,WD,0.5498901098901099,50.0,0.5236378760571191,0.5304126522450463,0.5287646115058446
4,Brentford,BRE,False,3,23.0,2.0,True,2023-08-26 14:00:00+00:00,True,0.4954237962594509,1.0,DWD,0.5578583765112263,33.33333333333333,0.42901806391848074,0.43430079954009426,DD,0.4739976181024216,0.0,0.14155770324047753,0.14783794312426957,0.2384483742156303,,,,,,
1,Arsenal,ARS,False,3,21.0,2.0,True,2023-08-26 14:00:00+00:00,True,0.6675288499801035,2.0,WWD,0.5872193436960276,66.66666666666666,0.669291338582677,0.6715153440594246,WD,0.4978165938864629,50.0,0.48777714610574185,0.4921488717748943,0.47233314318311465,,,,,,
8,Crystal Palace,CRY,False,3,23.0,3.0,False,2023-08-26 14:00:00+00:00,True,0.42976522085157187,1.0,WLD,0.45077720207253885,33.33333333333333,0.3965956461324687,0.40585925976354187,,,,,,,WD,0.5446153846153846,50.0,0.5153195619021212,0.5253953826576986,0.5095118038047215
19,West Ham,WHU,False,3,24.0,3.0,False,2023-08-26 16:30:00+00:00,True,0.7331874253879825,3.0,DWW,0.6666666666666666,66.66666666666666,0.7051875868457619,0.7061595600638422,,,,,,,DW,0.658021978021978,50.0,0.5577429640926106,0.5596437011452462,0.5961494384597754
5,Brighton,BHA,False,3,24.0,2.0,True,2023-08-26 16:30:00+00:00,True,0.6187823318742539,1.0,WWL,0.4749568221070812,66.66666666666666,0.6339740620657712,0.6276427561062321,WL,0.33406113537117904,50.0,0.4459920409323479,0.4393335530850139,0.41671420422133487,,,,,,
6,Burnley,BUR,False,3,25.0,3.0,True,2023-08-27 13:00:00+00:00,True,0.2044369279745325,1.0,LL,0.3393782383419689,0.0,0.11897869383974063,0.12401570336079154,LL,0.28642318380309645,0.0,0.08101193860147811,0.08783075125108628,0.13148887621220762,,,,,,
13,Man City,MCI,False,3,30.0,2.0,False,2023-08-27 13:00:00+00:00,True,0.8794269797055313,2.0,WWW,0.6718480138169257,100.0,0.932723483094025,0.9326328847739427,,,,,,,WW,0.6791208791208792,100.0,0.8904755302925275,0.8905653517542264,0.8106807242722898
17,Sheffield Utd,SHU,False,3,30.0,5.0,True,2023-08-27 13:00:00+00:00,True,0.22582570632709914,1.0,LLL,0.3316062176165803,0.0,0.13547938860583605,0.14398529511879637,LL,0.25367209210003966,0.0,0.09209778283115405,0.10154025950675735,0.14432401597261835,,,,,,
2,Aston Villa,AVL,False,3,25.0,2.0,False,2023-08-27 13:00:00+00:00,True,0.7113012335853561,3.0,LWW,0.6424870466321243,66.66666666666666,0.6878184344603983,0.6840719813012004,,,,,,,LW,0.6263736263736264,50.0,0.5361153472896161,0.5295400836211597,0.5741462296584918
11,Liverpool,LIV,False,3,29.0,4.0,False,2023-08-27 15:30:00+00:00,True,0.7341822522881019,2.0,DWW,0.6545768566493955,66.66666666666666,0.7069245020842981,0.7087314014266155,,,,,,,DW,0.6738461538461538,50.0,0.5677249410786082,0.5714233775677149,0.6099014439605777
15,Newcastle,NEW,False,3,29.0,4.0,True,2023-08-27 15:30:00+00:00,True,0.4078790290489456,1.0,WLL,0.3644214162348878,33.33333333333333,0.37691060676238997,0.37787157434512597,WL,0.3429932512901945,50.0,0.45878339965889703,0.4588864583021186,0.4266970907016543,,,,,,
12,Luton,LUT,False,4,38.0,2.0,True,2023-09-01 19:00:00+00:00,True,0.1671309192200558,1.0,LLL,0.2918825561312608,0.0,0.09668828161185737,0.10056656152374038,L,0.09884874950377132,0.0,0.028993746446844798,0.03119474993257619,0.0473474044495151,,,,,,
19,West Ham,WHU,False,4,38.0,2.0,False,2023-09-01 19:00:00+00:00,True,0.7841723040191008,2.0,DWWW,0.7085492227979274,75.0,0.7698876794812413,0.770758163705267,,,,,,,DWW,0.7221978021978022,66.66666666666666,0.6805767364480799,0.6834030176331574,0.6864542745817098
17,Sheffield Utd,SHU,False,4,40.0,2.0,True,2023-09-02 11:30:00+00:00,True,0.21861321130123365,2.0,LLLD,0.3743523316062176,0.0,0.12983441408059287,0.1379717248734881,LLD,0.32711393410083367,0.0,0.0932347924957362,0.10236432830901081,0.14907777143943712,,,,,,
9,Everton,EVE,False,4,40.0,2.0,False,2023-09-02 11:30:00+00:00,True,0.21189812972542782,2.0,LLLD,0.37305699481865284,0.0,0.12679481241315427,0.13581591667233986,,,,,,,LD,0.41538461538461535,0.0,0.1268542908637183,0.1325213597527722,0.2110932844373138
13,Man City,MCI,False,4,39.0,2.0,True,2023-09-02 14:00:00+00:00,True,0.9139972144846797,5.0,WWWW,0.716321243523316,100.0,0.9496584066697545,0.9470805818412871,WW,0.7776895593489479,100.0,0.9226833428084138,0.9205148182553713,0.8687963491158015,,,,,,
10,Fulham,FUL,False,4,39.0,5.0,False,2023-09-02 14:00:00+00:00,True,0.38574413052128936,1.0,WLDL,0.3950777202072539,25.0,0.32871120889300603,0.33074636349195546,,,,,,,WDL,0.418021978021978,33.33333333333333,0.3727991127131568,0.37553172150518077,0.3958285583314234
16,Nott'm Forest,NFO,False,4,35.0,3.0,False,2023-09-02 14:00:00+00:00,True,0.5789892558694787,1.0,LWLW,0.5544041450777202,50.0,0.5471283001389532,0.5499580184718724,,,,,,,LLW,0.5375824175824175,33.33333333333333,0.40163593511714957,0.4063624795491728,0.443502177400871
4,Brentford,BRE,False,4,32.0,2.0,True,2023-09-02 14:00:00+00:00,True,0.4476721050537207,2.0,DWDD,0.5440414507772021,25.0,0.36562065771190366,0.37102593777656756,DDD,0.4739976181024216,0.0,0.1398521887436043,0.1467142129393785,0.2346453698421753,,,,,,
18,Spurs,TOT,False,4,34.0,2.0,False,2023-09-02 14:00:00+00:00,True,0.7826800636689216,5.0,DWWW,0.6955958549222798,75.0,0.7672823066234368,0.7662196201239022,,,,,,,DWW,0.7169230769230769,66.66666666666666,0.68002218217108,0.6794764588256679,0.6910382764153105
6,Burnley,BUR,False,4,34.0,3.0,True,2023-09-02 14:00:00+00:00,True,0.1701153999204139,2.0,LLL,0.2694300518134715,0.0,0.094951366373321,0.0949690244400572,LLL,0.20603414053195707,0.0,0.057418988061398515,0.05906325851787479,0.09868796349115799,,,,,,
3,Bournemouth,BOU,False,4,32.0,3.0,False,2023-09-02 14:00:00+00:00,True,0.2477118981297255,2.0,DLLD,0.40414507772020725,0.0,0.1459008800370542,0.15351623663966235,,,,,,,LD,0.4338461538461538,0.0,0.14432275058921393,0.14844573713870204,0.24272289708915884
7,Chelsea,CHE,False,4,35.0,2.0,True,2023-09-02 14:00:00+00:00,True,0.3633605252686033,0.0,DLWL,0.41321243523316065,25.0,0.31915817508105604,0.32518664760478366,DWL,0.41445017864231837,33.33333333333333,0.35019897669130184,0.3602229480686823,0.34683399885909866,,,,,,
5,Brighton,BHA,False,4,33.0,4.0,True,2023-09-02 16:30:00+00:00,True,0.7423895742140868,3.0,WWLW,0.5790155440414508,75.0,0.7412285780453913,0.7355844509496903,WLW,0.5295752282651845,66.66666666666666,0.6287663445139283,0.6264720865422072,0.6035367940673131,,,,,,
15,Newcastle,NEW,False,4,33.0,3.0,False,2023-09-02 16:30:00+00:00,True,0.31635495423796267,1.0,WLLL,0.3005181347150259,25.0,0.2883279295970357,0.28910522613293393,,,,,,,LL,0.2175824175824176,0.0,0.08276722584222931,0.08016724231957825,0.14645885858354346
11,Liverpool,LIV,False,4,37.0,3.0,True,2023-09-03 13:00:00+00:00,True,0.8005869478710705,3.0,DWWW,0.716321243523316,75.0,0.7803091709124594,0.7819910590691447,WW,0.7836443032949583,100.0,0.9277998862990335,0.9290551676605436,0.8716486023958927,,,,,,
2,Aston Villa,AVL,False,4,37.0,4.0,False,2023-09-03 13:00:00+00:00,True,0.5692896935933148,0.0,LWWL,0.5064766839378239,50.0,0.5371410375173692,0.5348673610638346,,,,,,,LWL,0.4514285714285714,33.33333333333333,0.37889920976015534,0.3756771496091619,0.4169149667659867
20,Wolves,WOL,False,4,36.0,2.0,False,2023-09-03 13:00:00+00:00,True,0.3499303621169917,2.0,LLWL,0.3950777202072539,25.0,0.3096051412691061,0.3137268250618377,,,,,,,LWL,0.41626373626373625,33.33333333333333,0.3556079301261611,0.36186147973095795,0.36190694476277796
8,Crystal Palace,CRY,False,4,36.0,2.0,True,2023-09-03 13:00:00+00:00,True,0.5715280541185834,3.0,WLDW,0.5673575129533679,50.0,0.5453913849004168,0.5510926543672136,LW,0.5871377530766178,50.0,0.5133598635588402,0.5191183962122801,0.5151169423844837,,,,,,
14,Man Utd,MUN,False,4,31.0,4.0,False,2023-09-03 15:30:00+00:00,True,0.5267608436132114,1.0,WLWL,0.44818652849740936,50.0,0.5167322834645669,0.5178478226337169,,,,,,,LL,0.20967032967032967,0.0,0.08193539442672952,0.08082166878749317,0.1423332569333028
1,Arsenal,ARS,False,4,31.0,3.0,True,2023-09-03 15:30:00+00:00,True,0.7722343812176682,3.0,WWDW,0.6722797927461139,75.0,0.763808476146364,0.7648580570494928,WDW,0.6526399364827312,66.66666666666666,0.6537805571347355,0.6591351772497078,0.6358623312416809,,,,,,
11,Liverpool,LIV,False,5,50.0,2.0,False,2023-09-16 11:30:00+00:00,True,0.8392359729407083,3.0,DWWWW,0.7595854922279792,80.0,0.8229504400185271,0.8240406653504889,,,,,,,DWW,0.7661538461538462,66.66666666666666,0.6977679190350756,0.6979458280312669,0.7203758881503552
20,Wolves,WOL,False,5,50.0,4.0,True,2023-09-16 11:30:00+00:00,True,0.31217668125746123,1.0,LLWLL,0.32953367875647666,20.0,0.2660954145437703,0.2689767853495813,LL,0.14053195712584354,0.0,0.0511654349061967,0.04715171855802942,0.09583571021106671,,,,,,
19,West Ham,WHU,False,5,49.0,5.0,True,2023-09-16 14:00:00+00:00,True,0.6709112614405095,1.0,DWWWL,0.5792746113989637,60.0,0.6409217230199167,0.6410465881498627,WL,0.34001587931718935,50.0,0.469869243888573,0.46135866470887893,0.4594980034227039,,,,,,
14,Man Utd,MUN,False,5,45.0,3.0,True,2023-09-16 14:00:00+00:00,True,0.4214086748905691,1.0,WLWLL,0.3699481865284975,40.0,0.41303844372394627,0.4138470964667439,WWL,0.4481937276697102,66.66666666666666,0.5918135304150085,0.595157472056576,0.5303289598783039,,,,,,
13,Man City,MCI,False,5,49.0,3.0,False,2023-09-16 14:00:00+00:00,True,0.9538400318344609,3.0,WWWWW,0.7637305699481864,100.0,0.972325150532654,0.9698186851839244,,,,,,,WWW,0.7767032967032967,100.0,0.9328989324830169,0.9283039447373204,0.8909007563603026
12,Luton,LUT,False,5,44.0,2.0,False,2023-09-16 14:00:00+00:00,True,0.12982491046557904,0.0,LLLL,0.23056994818652854,0.0,0.07729272811486801,0.08248802959130416,,,,,,,LLL,0.2545054945054945,0.0,0.07611257451823097,0.0814760952554081,0.12353884941553976
10,Fulham,FUL,False,5,44.0,2.0,True,2023-09-16 14:00:00+00:00,True,0.4870672502984481,1.0,WLDLW,0.5088082901554404,40.0,0.45194534506716066,0.4556924682869268,LW,0.6526399364827312,50.0,0.5321205230244457,0.538896047466363,0.5464917284654878,,,,,,
17,Sheffield Utd,SHU,False,5,48.0,3.0,False,2023-09-16 14:00:00+00:00,True,0.1916036609629925,1.0,LLLDL,0.3067357512953368,0.0,0.1139416396479852,0.12074795198220892,,,,,,,LL,0.20967032967032967,0.0,0.07694440593373077,0.07754953644791855,0.13133165253266102
5,Brighton,BHA,False,5,45.0,4.0,False,2023-09-16 14:00:00+00:00,True,0.8117787504974135,3.0,WWLWW,0.6580310880829016,80.0,0.8028022232515053,0.7979894251934554,,,,,,,WW,0.8347252747252747,100.0,0.9661721891030086,0.9518632975822576,0.9633279853311942
2,Aston Villa,AVL,False,5,41.0,2.0,True,2023-09-16 14:00:00+00:00,True,0.6500198965380024,3.0,LWWLW,0.6010362694300518,60.0,0.6259842519685039,0.6241632060271859,WW,0.8610559745930926,100.0,0.946560545764639,0.9456863743969315,0.9087278950370792,,,,,,
8,Crystal Palace,CRY,False,5,41.0,3.0,False,2023-09-16 14:00:00+00:00,True,0.47214484679665747,1.0,WLDWL,0.45803108808290155,40.0,0.444650301065308,0.4487938820432523,,,,,,,WDL,0.3705494505494505,33.33333333333333,0.35006238735616246,0.35328122159607334,0.356406142562457
18,Spurs,TOT,False,5,48.0,2.0,True,2023-09-16 14:00:00+00:00,True,0.8386390768006368,2.0,DWWWW,0.7544041450777201,80.0,0.8212135247799908,0.8208636848435337,WW,0.852123858674077,100.0,0.9474133030130756,0.9429894219531929,0.9158585282373075,,,,,,
4,Brentford,BRE,False,5,46.0,4.0,False,2023-09-16 16:30:00+00:00,True,0.38141663350577004,0.0,DWDDL,0.4373056994818653,20.0,0.3077813802686429,0.3135452833185831,,,,,,,WL,0.3468131868131868,50.0,0.4695688340496327,0.46649700054535537,0.45037818015127207
15,Newcastle,NEW,False,5,46.0,3.0,True,2023-09-16 16:30:00+00:00,True,0.4667727815360128,1.0,WLLLW,0.44041450777202074,40.0,0.44013432144511344,0.4426214627725963,WLW,0.5772131798332671,66.66666666666666,0.6333143831722569,0.6386083725390308,0.5997337896938582,,,,,,
7,Chelsea,CHE,False,5,42.0,2.0,False,2023-09-17 13:00:00+00:00,True,0.34679665738161564,0.0,DLWLD,0.4310880829015544,20.0,0.2904122278832793,0.29911271472984324,,,,,,,LD,0.4101098901098901,0.0,0.13517260501871622,0.14059261952372296,0.22484528993811598
3,Bournemouth,BOU,False,5,42.0,3.0,True,2023-09-17 13:00:00+00:00,True,0.2566653402307999,0.0,DLLDD,0.42383419689119173,0.0,0.15319592403890692,0.1631379490321556,DLD,0.38269154426359664,0.0,0.11824900511654349,0.13038266758562822,0.18710781517398742,,,,,,
9,Everton,EVE,False,5,43.0,4.0,True,2023-09-17 15:30:00+00:00,True,0.19040986868284926,0.0,LLLDL,0.2963730569948187,0.0,0.11533117183881428,0.12392493248916425,LLL,0.15244144501786422,0.0,0.05685048322910746,0.06760360792304695,0.0806236927172466,,,,,,
