code,team_id,team_name,team_short_name,unavailable,pulse_id,event_id,fixture_id,fixture_difficulty,opponent_team,opponent_score,team_score,Game_played,is_home
39,20,Wolves,WOL,False,38,35,350.0,2.0,12.0,,,False,True
3,1,Arsenal,ARS,False,1,36,351.0,2.0,3.0,,,False,True
7,2,Aston Villa,AVL,False,2,36,353.0,3.0,5.0,,,False,False
91,3,Bournemouth,BOU,False,127,36,351.0,4.0,1.0,,,False,False
94,4,Brentford,BRE,False,130,36,352.0,2.0,10.0,,,False,True
36,5,Brighton,BHA,False,131,36,353.0,3.0,2.0,,,False,True
90,6,Burnley,BUR,False,43,36,354.0,4.0,15.0,,,False,True
8,7,Chelsea,CHE,False,4,36,355.0,2.0,19.0,,,False,True
31,8,Crystal Palace,CRY,False,6,36,356.0,3.0,14.0,,,False,True
11,9,Everton,EVE,False,7,36,358.0,2.0,12.0,,,False,False
54,10,Fulham,FUL,False,34,36,352.0,3.0,4.0,,,False,False
14,11,Liverpool,LIV,False,10,36,357.0,3.0,18.0,,,False,True
102,12,Luton,LUT,False,163,36,358.0,2.0,9.0,,,False,True
43,13,Man City,MCI,False,11,36,359.0,2.0,20.0,,,False,True
1,14,Man Utd,MUN,False,12,36,356.0,2.0,8.0,,,False,False
4,15,Newcastle,NEW,False,23,36,354.0,2.0,6.0,,,False,False
17,16,Nott'm Forest,NFO,False,15,36,360.0,2.0,17.0,,,False,False
49,17,Sheffield Utd,SHU,False,18,36,360.0,2.0,16.0,,,False,True
6,18,Spurs,TOT,False,21,36,357.0,4.0,11.0,,,False,False
21,19,West Ham,WHU,False,25,36,355.0,3.0,7.0,,,False,False
39,20,Wolves,WOL,False,38,36,359.0,5.0,13.0,,,False,False
3,1,Arsenal,ARS,False,1,37,365.0,4.0,14.0,,,False,False
7,2,Aston Villa,AVL,False,2,37,361.0,4.0,11.0,,,False,True
91,3,Bournemouth,BOU,False,127,37,362.0,3.0,4.0,,,False,True
94,4,Brentford,BRE,False,130,37,362.0,2.0,3.0,,,False,False
36,5,Brighton,BHA,False,131,37,366.0,4.0,15.0,,,False,False
90,6,Burnley,BUR,False,43,37,368.0,3.0,18.0,,,False,False
8,7,Chelsea,CHE,False,4,37,367.0,2.0,16.0,,,False,False
31,8,Crystal Palace,CRY,False,6,37,370.0,2.0,20.0,,,False,False
11,9,Everton,EVE,False,7,37,363.0,2.0,17.0,,,False,True
54,10,Fulham,FUL,False,34,37,364.0,5.0,13.0,,,False,True
14,11,Liverpool,LIV,False,10,37,361.0,3.0,2.0,,,False,False
102,12,Luton,LUT,False,163,37,369.0,3.0,19.0,,,False,False
43,13,Man City,MCI,False,11,37,364.0,2.0,10.0,,,False,False
1,14,Man Utd,MUN,False,12,37,365.0,4.0,1.0,,,False,True
4,15,Newcastle,NEW,False,23,37,366.0,3.0,5.0,,,False,True
17,16,Nott'm Forest,NFO,False,15,37,367.0,3.0,7.0,,,False,True
49,17,Sheffield Utd,SHU,False,18,37,363.0,2.0,9.0,,,False,False
6,18,Spurs,TOT,False,21,37,368.0,2.0,6.0,,,False,True
21,19,West Ham,WHU,False,25,37,369.0,2.0,12.0,,,False,True
39,20,Wolves,WOL,False,38,37,370.0,2.0,8.0,,,False,True
3,1,Arsenal,ARS,False,1,38,371.0,2.0,9.0,,,False,True
7,2,Aston Villa,AVL,False,2,38,376.0,2.0,8.0,,,False,False
91,3,Bournemouth,BOU,False,127,38,375.0,3.0,7.0,,,False,False
94,4,Brentford,BRE,False,130,38,372.0,4.0,15.0,,,False,True
36,5,Brighton,BHA,False,131,38,373.0,3.0,14.0,,,False,True
90,6,Burnley,BUR,False,43,38,374.0,2.0,16.0,,,False,True
8,7,Chelsea,CHE,False,4,38,375.0,2.0,3.0,,,False,True
31,8,Crystal Palace,CRY,False,6,38,376.0,3.0,2.0,,,False,True
11,9,Everton,EVE,False,7,38,371.0,4.0,1.0,,,False,False
54,10,Fulham,FUL,False,34,38,378.0,2.0,12.0,,,False,False
14,11,Liverpool,LIV,False,10,38,377.0,2.0,20.0,,,False,True
102,12,Luton,LUT,False,163,38,378.0,2.0,10.0,,,False,True
43,13,Man City,MCI,False,11,38,379.0,2.0,19.0,,,False,True
1,14,Man Utd,MUN,False,12,38,373.0,3.0,5.0,,,False,False
4,15,Newcastle,NEW,False,23,38,372.0,3.0,4.0,,,False,False
17,16,Nott'm Forest,NFO,False,15,38,374.0,2.0,6.0,,,False,False
49,17,Sheffield Utd,SHU,False,18,38,380.0,3.0,18.0,,,False,True
6,18,Spurs,TOT,False,21,38,380.0,2.0,17.0,,,False,False
21,19,West Ham,WHU,False,25,38,379.0,5.0,13.0,,,False,False
39,20,Wolves,WOL,False,38,38,377.0,4.0,11.0,,,False,False
