code,team_id,team_name,team_short_name,unavailable,pulse_id,event_id,fixture_id,fixture_difficulty,opponent_team,opponent_score,team_score,Game_played,is_home
102,12,Luton,LUT,False,163,17,162.0,2.0,3.0,,,False,False
43,13,Man City,MCI,False,11,17,167.0,2.0,8.0,,,False,True
1,14,Man Utd,MUN,False,12,17,166.0,4.0,11.0,,,False,False
4,15,Newcastle,NEW,False,23,17,168.0,2.0,10.0,,,False,True
17,16,Nott'm Forest,NFO,False,15,17,169.0,3.0,18.0,,,False,True
49,17,Sheffield Utd,SHU,False,18,17,165.0,3.0,7.0,,,False,False
6,18,Spurs,TOT,False,21,17,169.0,2.0,16.0,,,False,False
21,19,West Ham,WHU,False,25,17,170.0,2.0,20.0,,,False,True
39,20,Wolves,WOL,False,38,17,170.0,3.0,19.0,,,False,False
3,1,Arsenal,ARS,False,1,18,174.0,4.0,11.0,,,False,False
7,2,Aston Villa,AVL,False,2,18,171.0,2.0,17.0,,,False,True
91,3,Bournemouth,BOU,False,127,18,177.0,2.0,16.0,,,False,False
94,4,Brentford,BRE,False,130,18,,,,,,,
36,5,Brighton,BHA,False,131,18,172.0,2.0,8.0,,,False,False
90,6,Burnley,BUR,False,43,18,173.0,2.0,10.0,,,False,False
8,7,Chelsea,CHE,False,4,18,180.0,2.0,20.0,,,False,False
31,8,Crystal Palace,CRY,False,6,18,172.0,3.0,5.0,,,False,True
11,9,Everton,EVE,False,7,18,178.0,3.0,18.0,,,False,False
54,10,Fulham,FUL,False,34,18,173.0,2.0,6.0,,,False,True
14,11,Liverpool,LIV,False,10,18,174.0,4.0,1.0,,,False,True
102,12,Luton,LUT,False,163,18,175.0,4.0,15.0,,,False,True
43,13,Man City,MCI,False,11,18,,,,,,,
1,14,Man Utd,MUN,False,12,18,179.0,3.0,19.0,,,False,False
4,15,Newcastle,NEW,False,23,18,175.0,2.0,12.0,,,False,False
17,16,Nott'm Forest,NFO,False,15,18,177.0,2.0,3.0,,,False,True
49,17,Sheffield Utd,SHU,False,18,18,171.0,3.0,2.0,,,False,False
6,18,Spurs,TOT,False,21,18,178.0,2.0,9.0,,,False,True
21,19,West Ham,WHU,False,25,18,179.0,3.0,14.0,,,False,True
39,20,Wolves,WOL,False,38,18,180.0,3.0,7.0,,,False,True
3,1,Arsenal,ARS,False,1,19,181.0,2.0,19.0,,,False,True
7,2,Aston Villa,AVL,False,2,19,188.0,4.0,14.0,,,False,False
91,3,Bournemouth,BOU,False,127,19,182.0,2.0,10.0,,,False,True
94,4,Brentford,BRE,False,130,19,183.0,2.0,20.0,,,False,True
36,5,Brighton,BHA,False,131,19,184.0,3.0,18.0,,,False,True
90,6,Burnley,BUR,False,43,19,185.0,4.0,11.0,,,False,True
8,7,Chelsea,CHE,False,4,19,186.0,2.0,8.0,,,False,True
31,8,Crystal Palace,CRY,False,6,19,186.0,3.0,7.0,,,False,False
11,9,Everton,EVE,False,7,19,187.0,5.0,13.0,,,False,True
54,10,Fulham,FUL,False,34,19,182.0,2.0,3.0,,,False,False
14,11,Liverpool,LIV,False,10,19,185.0,2.0,6.0,,,False,False
102,12,Luton,LUT,False,163,19,190.0,2.0,17.0,,,False,False
43,13,Man City,MCI,False,11,19,187.0,2.0,9.0,,,False,False
1,14,Man Utd,MUN,False,12,19,188.0,3.0,2.0,,,False,True
4,15,Newcastle,NEW,False,23,19,189.0,2.0,16.0,,,False,True
17,16,Nott'm Forest,NFO,False,15,19,189.0,4.0,15.0,,,False,False
49,17,Sheffield Utd,SHU,False,18,19,190.0,2.0,12.0,,,False,True
6,18,Spurs,TOT,False,21,19,184.0,3.0,5.0,,,False,False
21,19,West Ham,WHU,False,25,19,181.0,4.0,1.0,,,False,False
39,20,Wolves,WOL,False,38,19,183.0,3.0,4.0,,,False,False
3,1,Arsenal,ARS,False,1,20,193.0,2.0,10.0,,,False,False
7,2,Aston Villa,AVL,False,2,20,191.0,2.0,6.0,,,False,True
91,3,Bournemouth,BOU,False,127,20,198.0,3.0,18.0,,,False,False
94,4,Brentford,BRE,False,130,20,192.0,2.0,8.0,,,False,False
36,5,Brighton,BHA,False,131,20,199.0,3.0,19.0,,,False,False
90,6,Burnley,BUR,False,43,20,191.0,3.0,2.0,,,False,False
8,7,Chelsea,CHE,False,4,20,195.0,2.0,12.0,,,False,False
31,8,Crystal Palace,CRY,False,6,20,192.0,3.0,4.0,,,False,True
11,9,Everton,EVE,False,7,20,200.0,2.0,20.0,,,False,False
54,10,Fulham,FUL,False,34,20,193.0,4.0,1.0,,,False,True
14,11,Liverpool,LIV,False,10,20,194.0,4.0,15.0,,,False,True
102,12,Luton,LUT,False,163,20,195.0,3.0,7.0,,,False,True
43,13,Man City,MCI,False,11,20,196.0,2.0,17.0,,,False,True
1,14,Man Utd,MUN,False,12,20,197.0,2.0,16.0,,,False,False
4,15,Newcastle,NEW,False,23,20,194.0,4.0,11.0,,,False,False
17,16,Nott'm Forest,NFO,False,15,20,197.0,3.0,14.0,,,False,True
49,17,Sheffield Utd,SHU,False,18,20,196.0,5.0,13.0,,,False,False
6,18,Spurs,TOT,False,21,20,198.0,2.0,3.0,,,False,True
21,19,West Ham,WHU,False,25,20,199.0,3.0,5.0,,,False,True
39,20,Wolves,WOL,False,38,20,200.0,2.0,9.0,,,False,True
3,1,Arsenal,ARS,False,1,21,201.0,2.0,8.0,,,False,True
7,2,Aston Villa,AVL,False,2,21,207.0,2.0,9.0,,,False,False
91,3,Bournemouth,BOU,False,127,21,202.0,4.0,11.0,,,False,True
94,4,Brentford,BRE,False,130,21,203.0,2.0,16.0,,,False,True
36,5,Brighton,BHA,False,131,21,204.0,2.0,20.0,,,False,True
90,6,Burnley,BUR,False,43,21,205.0,2.0,12.0,,,False,True
8,7,Chelsea,CHE,False,4,21,206.0,2.0,10.0,,,False,True
31,8,Crystal Palace,CRY,False,6,21,201.0,4.0,1.0,,,False,False
11,9,Everton,EVE,False,7,21,207.0,3.0,2.0,,,False,True
54,10,Fulham,FUL,False,34,21,206.0,3.0,7.0,,,False,False
14,11,Liverpool,LIV,False,10,21,202.0,2.0,3.0,,,False,False
102,12,Luton,LUT,False,163,21,205.0,2.0,6.0,,,False,False
43,13,Man City,MCI,False,11,21,209.0,4.0,15.0,,,False,False
1,14,Man Utd,MUN,False,12,21,208.0,3.0,18.0,,,False,True
4,15,Newcastle,NEW,False,23,21,209.0,5.0,13.0,,,False,True
17,16,Nott'm Forest,NFO,False,15,21,203.0,3.0,4.0,,,False,False
49,17,Sheffield Utd,SHU,False,18,21,210.0,2.0,19.0,,,False,True
6,18,Spurs,TOT,False,21,21,208.0,4.0,14.0,,,False,False
21,19,West Ham,WHU,False,25,21,210.0,2.0,17.0,,,False,False
39,20,Wolves,WOL,False,38,21,204.0,3.0,5.0,,,False,False
3,1,Arsenal,ARS,False,1,22,215.0,2.0,16.0,,,False,False
7,2,Aston Villa,AVL,False,2,22,211.0,4.0,15.0,,,False,True
91,3,Bournemouth,BOU,False,127,22,217.0,3.0,19.0,,,False,False
94,4,Brentford,BRE,False,130,22,216.0,3.0,18.0,,,False,False
36,5,Brighton,BHA,False,131,22,214.0,2.0,12.0,,,False,False
90,6,Burnley,BUR,False,43,22,220.0,5.0,13.0,,,False,False
8,7,Chelsea,CHE,False,4,22,219.0,4.0,11.0,,,False,False
31,8,Crystal Palace,CRY,False,6,22,212.0,2.0,17.0,,,False,True
11,9,Everton,EVE,False,7,22,213.0,2.0,10.0,,,False,False
54,10,Fulham,FUL,False,34,22,213.0,2.0,9.0,,,False,True
14,11,Liverpool,LIV,False,10,22,219.0,3.0,7.0,,,False,True
102,12,Luton,LUT,False,163,22,214.0,3.0,5.0,,,False,True
43,13,Man City,MCI,False,11,22,220.0,2.0,6.0,,,False,True
1,14,Man Utd,MUN,False,12,22,218.0,2.0,20.0,,,False,False
4,15,Newcastle,NEW,False,23,22,211.0,3.0,2.0,,,False,False
17,16,Nott'm Forest,NFO,False,15,22,215.0,4.0,1.0,,,False,True
49,17,Sheffield Utd,SHU,False,18,22,212.0,2.0,8.0,,,False,False
6,18,Spurs,TOT,False,21,22,216.0,3.0,4.0,,,False,True
21,19,West Ham,WHU,False,25,22,217.0,2.0,3.0,,,False,True
39,20,Wolves,WOL,False,38,22,218.0,3.0,14.0,,,False,True
3,1,Arsenal,ARS,False,1,23,221.0,4.0,11.0,,,False,True
7,2,Aston Villa,AVL,False,2,23,230.0,2.0,17.0,,,False,False
91,3,Bournemouth,BOU,False,127,23,222.0,2.0,16.0,,,False,True
94,4,Brentford,BRE,False,130,23,223.0,5.0,13.0,,,False,True
36,5,Brighton,BHA,False,131,23,224.0,2.0,8.0,,,False,True
90,6,Burnley,BUR,False,43,23,225.0,2.0,10.0,,,False,True
8,7,Chelsea,CHE,False,4,23,226.0,2.0,20.0,,,False,True
31,8,Crystal Palace,CRY,False,6,23,224.0,3.0,5.0,,,False,False
11,9,Everton,EVE,False,7,23,227.0,3.0,18.0,,,False,True
54,10,Fulham,FUL,False,34,23,225.0,2.0,6.0,,,False,False
14,11,Liverpool,LIV,False,10,23,221.0,4.0,1.0,,,False,False
102,12,Luton,LUT,False,163,23,229.0,4.0,15.0,,,False,False
43,13,Man City,MCI,False,11,23,223.0,3.0,4.0,,,False,False
1,14,Man Utd,MUN,False,12,23,228.0,2.0,19.0,,,False,True
4,15,Newcastle,NEW,False,23,23,229.0,2.0,12.0,,,False,True
17,16,Nott'm Forest,NFO,False,15,23,222.0,2.0,3.0,,,False,False
49,17,Sheffield Utd,SHU,False,18,23,230.0,3.0,2.0,,,False,True
6,18,Spurs,TOT,False,21,23,227.0,2.0,9.0,,,False,False
21,19,West Ham,WHU,False,25,23,228.0,4.0,14.0,,,False,False
39,20,Wolves,WOL,False,38,23,226.0,3.0,7.0,,,False,False
3,1,Arsenal,ARS,False,1,24,239.0,3.0,19.0,,,False,False
7,2,Aston Villa,AVL,False,2,24,231.0,3.0,14.0,,,False,True
91,3,Bournemouth,BOU,False,127,24,233.0,2.0,10.0,,,False,False
94,4,Brentford,BRE,False,130,24,240.0,2.0,20.0,,,False,False
36,5,Brighton,BHA,False,131,24,238.0,3.0,18.0,,,False,False
90,6,Burnley,BUR,False,43,24,234.0,4.0,11.0,,,False,False
8,7,Chelsea,CHE,False,4,24,232.0,2.0,8.0,,,False,False
31,8,Crystal Palace,CRY,False,6,24,232.0,3.0,7.0,,,False,True
11,9,Everton,EVE,False,7,24,236.0,5.0,13.0,,,False,False
54,10,Fulham,FUL,False,34,24,233.0,2.0,3.0,,,False,True
14,11,Liverpool,LIV,False,10,24,234.0,2.0,6.0,,,False,True
102,12,Luton,LUT,False,163,24,235.0,2.0,17.0,,,False,True
43,13,Man City,MCI,False,11,24,236.0,2.0,9.0,,,False,True
1,14,Man Utd,MUN,False,12,24,231.0,3.0,2.0,,,False,False
4,15,Newcastle,NEW,False,23,24,237.0,2.0,16.0,,,False,False
17,16,Nott'm Forest,NFO,False,15,24,237.0,4.0,15.0,,,False,True
49,17,Sheffield Utd,SHU,False,18,24,235.0,2.0,12.0,,,False,False
6,18,Spurs,TOT,False,21,24,238.0,3.0,5.0,,,False,True
21,19,West Ham,WHU,False,25,24,239.0,4.0,1.0,,,False,True
39,20,Wolves,WOL,False,38,24,240.0,3.0,4.0,,,False,True
3,1,Arsenal,ARS,False,1,25,242.0,2.0,6.0,,,False,False
7,2,Aston Villa,AVL,False,2,25,244.0,2.0,10.0,,,False,False
91,3,Bournemouth,BOU,False,127,25,247.0,4.0,15.0,,,False,False
94,4,Brentford,BRE,False,130,25,241.0,4.0,11.0,,,False,True
36,5,Brighton,BHA,False,131,25,249.0,2.0,17.0,,,False,False
90,6,Burnley,BUR,False,43,25,242.0,4.0,1.0,,,False,True
8,7,Chelsea,CHE,False,4,25,246.0,5.0,13.0,,,False,False
31,8,Crystal Palace,CRY,False,6,25,243.0,2.0,9.0,,,False,False
11,9,Everton,EVE,False,7,25,243.0,2.0,8.0,,,False,True
54,10,Fulham,FUL,False,34,25,244.0,3.0,2.0,,,False,True
14,11,Liverpool,LIV,False,10,25,241.0,3.0,4.0,,,False,False
102,12,Luton,LUT,False,163,25,245.0,3.0,14.0,,,False,True
43,13,Man City,MCI,False,11,25,246.0,3.0,7.0,,,False,True
1,14,Man Utd,MUN,False,12,25,245.0,2.0,12.0,,,False,False
4,15,Newcastle,NEW,False,23,25,247.0,2.0,3.0,,,False,True
17,16,Nott'm Forest,NFO,False,15,25,248.0,2.0,19.0,,,False,True
49,17,Sheffield Utd,SHU,False,18,25,249.0,3.0,5.0,,,False,True
6,18,Spurs,TOT,False,21,25,250.0,2.0,20.0,,,False,True
21,19,West Ham,WHU,False,25,25,248.0,2.0,16.0,,,False,False
39,20,Wolves,WOL,False,38,25,250.0,3.0,18.0,,,False,False
3,1,Arsenal,ARS,False,1,26,251.0,4.0,15.0,,,False,True
7,2,Aston Villa,AVL,False,2,26,252.0,2.0,16.0,,,False,True
91,3,Bournemouth,BOU,False,127,26,253.0,5.0,13.0,,,False,True
94,4,Brentford,BRE,False,130,26,259.0,3.0,19.0,,,False,False
36,5,Brighton,BHA,False,131,26,254.0,2.0,9.0,,,False,True
90,6,Burnley,BUR,False,43,26,256.0,2.0,8.0,,,False,False
8,7,Chelsea,CHE,False,4,26,255.0,3.0,18.0,,,False,True
31,8,Crystal Palace,CRY,False,6,26,256.0,2.0,6.0,,,False,True
11,9,Everton,EVE,False,7,26,254.0,3.0,5.0,,,False,False
54,10,Fulham,FUL,False,34,26,258.0,4.0,14.0,,,False,False
14,11,Liverpool,LIV,False,10,26,257.0,2.0,12.0,,,False,True
102,12,Luton,LUT,False,163,26,257.0,4.0,11.0,,,False,False
43,13,Man City,MCI,False,11,26,253.0,2.0,3.0,,,False,False
1,14,Man Utd,MUN,False,12,26,258.0,2.0,10.0,,,False,True
4,15,Newcastle,NEW,False,23,26,251.0,4.0,1.0,,,False,False
17,16,Nott'm Forest,NFO,False,15,26,252.0,3.0,2.0,,,False,False
49,17,Sheffield Utd,SHU,False,18,26,260.0,2.0,20.0,,,False,False
6,18,Spurs,TOT,False,21,26,255.0,3.0,7.0,,,False,False
21,19,West Ham,WHU,False,25,26,259.0,3.0,4.0,,,False,True
39,20,Wolves,WOL,False,38,26,260.0,2.0,17.0,,,False,True
3,1,Arsenal,ARS,False,1,27,269.0,2.0,17.0,,,False,False
7,2,Aston Villa,AVL,False,2,27,265.0,2.0,12.0,,,False,False
91,3,Bournemouth,BOU,False,127,27,262.0,2.0,6.0,,,False,False
94,4,Brentford,BRE,False,130,27,261.0,3.0,7.0,,,False,True
36,5,Brighton,BHA,False,131,27,264.0,2.0,10.0,,,False,False
90,6,Burnley,BUR,False,43,27,262.0,2.0,3.0,,,False,True
8,7,Chelsea,CHE,False,4,27,261.0,3.0,4.0,,,False,False
31,8,Crystal Palace,CRY,False,6,27,270.0,3.0,18.0,,,False,False
11,9,Everton,EVE,False,7,27,263.0,2.0,19.0,,,False,True
54,10,Fulham,FUL,False,34,27,264.0,3.0,5.0,,,False,True
14,11,Liverpool,LIV,False,10,27,268.0,2.0,16.0,,,False,False
102,12,Luton,LUT,False,163,27,265.0,3.0,2.0,,,False,True
43,13,Man City,MCI,False,11,27,266.0,3.0,14.0,,,False,True
1,14,Man Utd,MUN,False,12,27,266.0,5.0,13.0,,,False,False
4,15,Newcastle,NEW,False,23,27,267.0,2.0,20.0,,,False,True
17,16,Nott'm Forest,NFO,False,15,27,268.0,4.0,11.0,,,False,True
49,17,Sheffield Utd,SHU,False,18,27,269.0,4.0,1.0,,,False,True
6,18,Spurs,TOT,False,21,27,270.0,2.0,8.0,,,False,True
21,19,West Ham,WHU,False,25,27,263.0,2.0,9.0,,,False,False
39,20,Wolves,WOL,False,38,27,267.0,4.0,15.0,,,False,False
3,1,Arsenal,ARS,False,1,28,271.0,3.0,4.0,,,False,True
7,2,Aston Villa,AVL,False,2,28,272.0,3.0,18.0,,,False,True
91,3,Bournemouth,BOU,False,127,28,273.0,2.0,17.0,,,False,True
94,4,Brentford,BRE,False,130,28,271.0,4.0,1.0,,,False,False
36,5,Brighton,BHA,False,131,28,274.0,2.0,16.0,,,False,True
90,6,Burnley,BUR,False,43,28,279.0,3.0,19.0,,,False,False
8,7,Chelsea,CHE,False,4,28,275.0,4.0,15.0,,,False,True
31,8,Crystal Palace,CRY,False,6,28,276.0,2.0,12.0,,,False,True
11,9,Everton,EVE,False,7,28,278.0,4.0,14.0,,,False,False
54,10,Fulham,FUL,False,34,28,280.0,2.0,20.0,,,False,False
14,11,Liverpool,LIV,False,10,28,277.0,5.0,13.0,,,False,True
102,12,Luton,LUT,False,163,28,276.0,2.0,8.0,,,False,False
43,13,Man City,MCI,False,11,28,277.0,4.0,11.0,,,False,False
1,14,Man Utd,MUN,False,12,28,278.0,2.0,9.0,,,False,True
4,15,Newcastle,NEW,False,23,28,275.0,3.0,7.0,,,False,False
17,16,Nott'm Forest,NFO,False,15,28,274.0,3.0,5.0,,,False,False
49,17,Sheffield Utd,SHU,False,18,28,273.0,2.0,3.0,,,False,False
6,18,Spurs,TOT,False,21,28,272.0,3.0,2.0,,,False,False
21,19,West Ham,WHU,False,25,28,279.0,2.0,6.0,,,False,True
39,20,Wolves,WOL,False,38,28,280.0,2.0,10.0,,,False,True
3,1,Arsenal,ARS,False,1,29,281.0,3.0,7.0,,,False,True
7,2,Aston Villa,AVL,False,2,29,289.0,3.0,19.0,,,False,False
91,3,Bournemouth,BOU,False,127,29,290.0,2.0,20.0,,,False,False
94,4,Brentford,BRE,False,130,29,283.0,2.0,6.0,,,False,False
36,5,Brighton,BHA,False,131,29,282.0,5.0,13.0,,,False,True
90,6,Burnley,BUR,False,43,29,283.0,3.0,4.0,,,False,True
8,7,Chelsea,CHE,False,4,29,281.0,4.0,1.0,,,False,False
31,8,Crystal Palace,CRY,False,6,29,284.0,4.0,15.0,,,False,True
11,9,Everton,EVE,False,7,29,285.0,4.0,11.0,,,False,True
54,10,Fulham,FUL,False,34,29,286.0,3.0,18.0,,,False,True
14,11,Liverpool,LIV,False,10,29,285.0,2.0,9.0,,,False,False
102,12,Luton,LUT,False,163,29,287.0,2.0,16.0,,,False,True
43,13,Man City,MCI,False,11,29,282.0,3.0,5.0,,,False,False
1,14,Man Utd,MUN,False,12,29,288.0,2.0,17.0,,,False,True
4,15,Newcastle,NEW,False,23,29,284.0,2.0,8.0,,,False,False
17,16,Nott'm Forest,NFO,False,15,29,287.0,2.0,12.0,,,False,False
49,17,Sheffield Utd,SHU,False,18,29,288.0,4.0,14.0,,,False,False
6,18,Spurs,TOT,False,21,29,286.0,2.0,10.0,,,False,False
21,19,West Ham,WHU,False,25,29,289.0,3.0,2.0,,,False,True
39,20,Wolves,WOL,False,38,29,290.0,2.0,3.0,,,False,True
3,1,Arsenal,ARS,False,1,30,296.0,5.0,13.0,,,False,False
7,2,Aston Villa,AVL,False,2,30,291.0,2.0,20.0,,,False,True
91,3,Bournemouth,BOU,False,127,30,292.0,2.0,9.0,,,False,True
94,4,Brentford,BRE,False,130,30,293.0,3.0,14.0,,,False,True
36,5,Brighton,BHA,False,131,30,295.0,4.0,11.0,,,False,False
90,6,Burnley,BUR,False,43,30,294.0,3.0,7.0,,,False,False
8,7,Chelsea,CHE,False,4,30,294.0,2.0,6.0,,,False,True
31,8,Crystal Palace,CRY,False,6,30,298.0,2.0,16.0,,,False,False
11,9,Everton,EVE,False,7,30,292.0,2.0,3.0,,,False,False
54,10,Fulham,FUL,False,34,30,299.0,2.0,17.0,,,False,False
14,11,Liverpool,LIV,False,10,30,295.0,3.0,5.0,,,False,True
102,12,Luton,LUT,False,163,30,300.0,3.0,18.0,,,False,False
43,13,Man City,MCI,False,11,30,296.0,4.0,1.0,,,False,True
1,14,Man Utd,MUN,False,12,30,293.0,3.0,4.0,,,False,False
4,15,Newcastle,NEW,False,23,30,297.0,2.0,19.0,,,False,True
17,16,Nott'm Forest,NFO,False,15,30,298.0,2.0,8.0,,,False,True
49,17,Sheffield Utd,SHU,False,18,30,299.0,2.0,10.0,,,False,True
6,18,Spurs,TOT,False,21,30,300.0,2.0,12.0,,,False,True
21,19,West Ham,WHU,False,25,30,297.0,4.0,15.0,,,False,False
39,20,Wolves,WOL,False,38,30,291.0,3.0,2.0,,,False,False
3,1,Arsenal,ARS,False,1,31,301.0,2.0,12.0,,,False,True
7,2,Aston Villa,AVL,False,2,31,309.0,5.0,13.0,,,False,False
91,3,Bournemouth,BOU,False,127,31,302.0,2.0,8.0,,,False,True
94,4,Brentford,BRE,False,130,31,303.0,3.0,5.0,,,False,True
36,5,Brighton,BHA,False,131,31,303.0,3.0,4.0,,,False,False
90,6,Burnley,BUR,False,43,31,304.0,2.0,20.0,,,False,True
8,7,Chelsea,CHE,False,4,31,307.0,3.0,14.0,,,False,True
31,8,Crystal Palace,CRY,False,6,31,302.0,2.0,3.0,,,False,False
11,9,Everton,EVE,False,7,31,310.0,4.0,15.0,,,False,False
54,10,Fulham,FUL,False,34,31,305.0,2.0,16.0,,,False,False
14,11,Liverpool,LIV,False,10,31,308.0,2.0,17.0,,,False,True
102,12,Luton,LUT,False,163,31,301.0,4.0,1.0,,,False,False
43,13,Man City,MCI,False,11,31,309.0,3.0,2.0,,,False,True
1,14,Man Utd,MUN,False,12,31,307.0,3.0,7.0,,,False,False
4,15,Newcastle,NEW,False,23,31,310.0,2.0,9.0,,,False,True
17,16,Nott'm Forest,NFO,False,15,31,305.0,2.0,10.0,,,False,True
49,17,Sheffield Utd,SHU,False,18,31,308.0,4.0,11.0,,,False,False
6,18,Spurs,TOT,False,21,31,306.0,3.0,19.0,,,False,False
21,19,West Ham,WHU,False,25,31,306.0,3.0,18.0,,,False,True
39,20,Wolves,WOL,False,38,31,304.0,2.0,6.0,,,False,False
3,1,Arsenal,ARS,False,1,32,312.0,3.0,5.0,,,False,False
7,2,Aston Villa,AVL,False,2,32,311.0,3.0,4.0,,,False,True
91,3,Bournemouth,BOU,False,127,32,316.0,2.0,12.0,,,False,False
94,4,Brentford,BRE,False,130,32,311.0,3.0,2.0,,,False,False
36,5,Brighton,BHA,False,131,32,312.0,4.0,1.0,,,False,True
90,6,Burnley,BUR,False,43,32,314.0,2.0,9.0,,,False,False
8,7,Chelsea,CHE,False,4,32,318.0,2.0,17.0,,,False,False
31,8,Crystal Palace,CRY,False,6,32,313.0,5.0,13.0,,,False,True
11,9,Everton,EVE,False,7,32,314.0,2.0,6.0,,,False,True
54,10,Fulham,FUL,False,34,32,315.0,4.0,15.0,,,False,True
14,11,Liverpool,LIV,False,10,32,317.0,4.0,14.0,,,False,False
102,12,Luton,LUT,False,163,32,316.0,2.0,3.0,,,False,True
43,13,Man City,MCI,False,11,32,313.0,2.0,8.0,,,False,False
1,14,Man Utd,MUN,False,12,32,317.0,4.0,11.0,,,False,True
4,15,Newcastle,NEW,False,23,32,315.0,2.0,10.0,,,False,False
17,16,Nott'm Forest,NFO,False,15,32,319.0,3.0,18.0,,,False,False
49,17,Sheffield Utd,SHU,False,18,32,318.0,3.0,7.0,,,False,True
6,18,Spurs,TOT,False,21,32,319.0,2.0,16.0,,,False,True
21,19,West Ham,WHU,False,25,32,320.0,2.0,20.0,,,False,False
39,20,Wolves,WOL,False,38,32,320.0,2.0,19.0,,,False,True
3,1,Arsenal,ARS,False,1,33,321.0,3.0,2.0,,,False,True
7,2,Aston Villa,AVL,False,2,33,321.0,4.0,1.0,,,False,False
91,3,Bournemouth,BOU,False,127,33,322.0,3.0,14.0,,,False,True
94,4,Brentford,BRE,False,130,33,323.0,2.0,17.0,,,False,True
36,5,Brighton,BHA,False,131,33,324.0,2.0,6.0,,,False,False
90,6,Burnley,BUR,False,43,33,324.0,3.0,5.0,,,False,True
8,7,Chelsea,CHE,False,4,33,325.0,2.0,9.0,,,False,True
31,8,Crystal Palace,CRY,False,6,33,326.0,4.0,11.0,,,False,False
11,9,Everton,EVE,False,7,33,325.0,3.0,7.0,,,False,False
54,10,Fulham,FUL,False,34,33,330.0,3.0,19.0,,,False,False
14,11,Liverpool,LIV,False,10,33,326.0,2.0,8.0,,,False,True
102,12,Luton,LUT,False,163,33,327.0,5.0,13.0,,,False,False
43,13,Man City,MCI,False,11,33,327.0,2.0,12.0,,,False,True
1,14,Man Utd,MUN,False,12,33,322.0,2.0,3.0,,,False,False
4,15,Newcastle,NEW,False,23,33,328.0,3.0,18.0,,,False,True
17,16,Nott'm Forest,NFO,False,15,33,329.0,2.0,20.0,,,False,True
49,17,Sheffield Utd,SHU,False,18,33,323.0,3.0,4.0,,,False,False
6,18,Spurs,TOT,False,21,33,328.0,4.0,15.0,,,False,False
21,19,West Ham,WHU,False,25,33,330.0,2.0,10.0,,,False,True
39,20,Wolves,WOL,False,38,33,329.0,2.0,16.0,,,False,False
3,1,Arsenal,ARS,False,1,34,340.0,2.0,20.0,,,False,False
7,2,Aston Villa,AVL,False,2,34,331.0,2.0,3.0,,,False,True
91,3,Bournemouth,BOU,False,127,34,331.0,3.0,2.0,,,False,False
94,4,Brentford,BRE,False,130,34,336.0,2.0,12.0,,,False,False
36,5,Brighton,BHA,False,131,34,332.0,3.0,7.0,,,False,True
90,6,Burnley,BUR,False,43,34,338.0,2.0,17.0,,,False,False
8,7,Chelsea,CHE,False,4,34,332.0,3.0,5.0,,,False,False
31,8,Crystal Palace,CRY,False,6,34,333.0,2.0,19.0,,,False,True
11,9,Everton,EVE,False,7,34,334.0,2.0,16.0,,,False,True
54,10,Fulham,FUL,False,34,34,335.0,4.0,11.0,,,False,True
14,11,Liverpool,LIV,False,10,34,335.0,2.0,10.0,,,False,False
102,12,Luton,LUT,False,163,34,336.0,3.0,4.0,,,False,True
43,13,Man City,MCI,False,11,34,339.0,3.0,18.0,,,False,False
1,14,Man Utd,MUN,False,12,34,337.0,4.0,15.0,,,False,True
4,15,Newcastle,NEW,False,23,34,337.0,4.0,14.0,,,False,False
17,16,Nott'm Forest,NFO,False,15,34,334.0,2.0,9.0,,,False,False
49,17,Sheffield Utd,SHU,False,18,34,338.0,2.0,6.0,,,False,True
6,18,Spurs,TOT,False,21,34,339.0,5.0,13.0,,,False,True
21,19,West Ham,WHU,False,25,34,333.0,2.0,8.0,,,False,False
39,20,Wolves,WOL,False,38,34,340.0,4.0,1.0,,,False,True
3,1,Arsenal,ARS,False,1,35,348.0,3.0,18.0,,,False,False
7,2,Aston Villa,AVL,False,2,35,341.0,3.0,7.0,,,False,True
91,3,Bournemouth,BOU,False,127,35,342.0,3.0,5.0,,,False,True
94,4,Brentford,BRE,False,130,35,343.0,2.0,9.0,,,False,False
36,5,Brighton,BHA,False,131,35,342.0,2.0,3.0,,,False,False
90,6,Burnley,BUR,False,43,35,345.0,4.0,14.0,,,False,False
8,7,Chelsea,CHE,False,4,35,341.0,3.0,2.0,,,False,False
31,8,Crystal Palace,CRY,False,6,35,344.0,2.0,10.0,,,False,False
11,9,Everton,EVE,False,7,35,343.0,3.0,4.0,,,False,True
54,10,Fulham,FUL,False,34,35,344.0,2.0,8.0,,,False,True
14,11,Liverpool,LIV,False,10,35,349.0,3.0,19.0,,,False,False
102,12,Luton,LUT,False,163,35,350.0,2.0,20.0,,,False,False
43,13,Man City,MCI,False,11,35,347.0,2.0,16.0,,,False,False
1,14,Man Utd,MUN,False,12,35,345.0,2.0,6.0,,,False,True
4,15,Newcastle,NEW,False,23,35,346.0,2.0,17.0,,,False,True
17,16,Nott'm Forest,NFO,False,15,35,347.0,5.0,13.0,,,False,True
49,17,Sheffield Utd,SHU,False,18,35,346.0,4.0,15.0,,,False,False
6,18,Spurs,TOT,False,21,35,348.0,4.0,1.0,,,False,True
21,19,West Ham,WHU,False,25,35,349.0,4.0,11.0,,,False,True
